palabra,estado,información
ἀβιληνῆς,pendiente,
ἀβιούδ,pendiente,
ἀβιοὺδ,pendiente,
ἀβιὰ,pendiente,
ἀβραάμ,pendiente,
ἀβραὰμ,pendiente,
ἀβύσσου,pendiente,
ἀγάγετέ,pendiente,
ἀγάγετε,pendiente,
ἀγάγῃ,pendiente,
ἀγάμοις,pendiente,
ἀγάπαις,pendiente,
ἀγάπη,pendiente,
ἀγάπην,pendiente,
ἀγάπης,pendiente,
ἀγάπῃ,pendiente,
ἀγέλη,pendiente,
ἀγέλην,pendiente,
ἀγαγεῖν,pendiente,
ἀγαγόντα,pendiente,
ἀγαγόντες,pendiente,
ἀγαθά,pendiente,
ἀγαθάς,pendiente,
ἀγαθέ,pendiente,
ἀγαθή,pendiente,
ἀγαθήν,pendiente,
ἀγαθοεργεῖν,pendiente,
ἀγαθοποιΐᾳ,pendiente,
ἀγαθοποιεῖτε,pendiente,
ἀγαθοποιοῦντας,pendiente,
ἀγαθοποιοῦντες,pendiente,
ἀγαθοποιοῦσαι,pendiente,
ἀγαθοποιῆσαι,pendiente,
ἀγαθοποιῆτε,pendiente,
ἀγαθοποιῶν,pendiente,
ἀγαθουργῶν,pendiente,
ἀγαθούς,pendiente,
ἀγαθοὺς,pendiente,
ἀγαθοῖς,pendiente,
ἀγαθοῦ,pendiente,
ἀγαθωσύνη,pendiente,
ἀγαθωσύνης,pendiente,
ἀγαθωσύνῃ,pendiente,
ἀγαθόν,pendiente,
ἀγαθός,pendiente,
ἀγαθὰ,pendiente,
ἀγαθὰς,pendiente,
ἀγαθὲ,pendiente,
ἀγαθὴ,pendiente,
ἀγαθὴν,pendiente,
ἀγαθὸν,pendiente,
ἀγαθὸς,pendiente,
ἀγαθῆς,pendiente,
ἀγαθῇ,pendiente,
ἀγαθῶν,pendiente,
ἀγαθῷ,pendiente,
ἀγαλλίασις,pendiente,
ἀγαλλιάσει,pendiente,
ἀγαλλιάσεως,pendiente,
ἀγαλλιαθῆναι,pendiente,
ἀγαλλιώμενοι,pendiente,
ἀγαλλιᾶσθε,pendiente,
ἀγαλλιῶμεν,pendiente,
ἀγανάκτησιν,pendiente,
ἀγανακτεῖν,pendiente,
ἀγανακτοῦντες,pendiente,
ἀγανακτῶν,pendiente,
ἀγαπάτω,pendiente,
ἀγαπήσαντος,pendiente,
ἀγαπήσαντός,pendiente,
ἀγαπήσας,pendiente,
ἀγαπήσατε,pendiente,
ἀγαπήσει,pendiente,
ἀγαπήσεις,pendiente,
ἀγαπήσητε,pendiente,
ἀγαπήσω,pendiente,
ἀγαπηθήσεται,pendiente,
ἀγαπητέ,pendiente,
ἀγαπητήν,pendiente,
ἀγαπητοί,pendiente,
ἀγαπητοὶ,pendiente,
ἀγαπητοῖς,pendiente,
ἀγαπητοῦ,pendiente,
ἀγαπητόν,pendiente,
ἀγαπητός,pendiente,
ἀγαπητὰ,pendiente,
ἀγαπητὸν,pendiente,
ἀγαπητὸς,pendiente,
ἀγαπητῷ,pendiente,
ἀγαπώντων,pendiente,
ἀγαπᾶν,pendiente,
ἀγαπᾶτέ,pendiente,
ἀγαπᾶτε,pendiente,
ἀγαπᾷ,pendiente,
ἀγαπᾷς,pendiente,
ἀγαπῶ,pendiente,
ἀγαπῶμαι,pendiente,
ἀγαπῶμεν,pendiente,
ἀγαπῶν,pendiente,
ἀγαπῶντας,pendiente,
ἀγαπῶντι,pendiente,
ἀγαπῶσιν,pendiente,
ἀγγέλλουσα,pendiente,
ἀγγέλοις,pendiente,
ἀγγέλου,pendiente,
ἀγγέλους,pendiente,
ἀγγέλων,pendiente,
ἀγγέλῳ,pendiente,
ἀγγαρεύουσιν,pendiente,
ἀγγαρεύσει,pendiente,
ἀγγείοις,pendiente,
ἀγγελία,pendiente,
ἀγενεαλόγητος,pendiente,
ἀγενῆ,pendiente,
ἀγκάλας,pendiente,
ἀγκύρας,pendiente,
ἀγνάφου,pendiente,
ἀγνοήσαντες,pendiente,
ἀγνοίας,pendiente,
ἀγνοίᾳ,pendiente,
ἀγνοεῖ,pendiente,
ἀγνοεῖν,pendiente,
ἀγνοεῖται,pendiente,
ἀγνοεῖτε,pendiente,
ἀγνοημάτων,pendiente,
ἀγνοούμενοι,pendiente,
ἀγνοούμενος,pendiente,
ἀγνοοῦμεν,pendiente,
ἀγνοοῦντες,pendiente,
ἀγνοοῦσιν,pendiente,
ἀγνοῶν,pendiente,
ἀγνωσίαν,pendiente,
ἀγνώστῳ,pendiente,
ἀγοράζει,pendiente,
ἀγοράζοντας,pendiente,
ἀγοράζοντες,pendiente,
ἀγοράσαι,pendiente,
ἀγοράσαντα,pendiente,
ἀγοράσας,pendiente,
ἀγοράσατε,pendiente,
ἀγοράσωμεν,pendiente,
ἀγοράσωσιν,pendiente,
ἀγοραίων,pendiente,
ἀγορασάτω,pendiente,
ἀγοραῖοι,pendiente,
ἀγοραῖς,pendiente,
ἀγορὰν,pendiente,
ἀγορᾶς,pendiente,
ἀγορᾷ,pendiente,
ἀγράμματοί,pendiente,
ἀγρίππα,pendiente,
ἀγρίππας,pendiente,
ἀγραυλοῦντες,pendiente,
ἀγρεύσωσιν,pendiente,
ἀγριέλαιος,pendiente,
ἀγριελαίου,pendiente,
ἀγρούς,pendiente,
ἀγροὺς,pendiente,
ἀγροῦ,pendiente,
ἀγρυπνίαις,pendiente,
ἀγρυπνεῖτε,pendiente,
ἀγρυπνοῦντες,pendiente,
ἀγρυπνοῦσιν,pendiente,
ἀγρόν,pendiente,
ἀγρός,pendiente,
ἀγρὸν,pendiente,
ἀγρὸς,pendiente,
ἀγρῶν,pendiente,
ἀγρῷ,pendiente,
ἀγωγῇ,pendiente,
ἀγωνίζεσθε,pendiente,
ἀγωνίζου,pendiente,
ἀγωνίᾳ,pendiente,
ἀγωνιζόμεθα,pendiente,
ἀγωνιζόμενος,pendiente,
ἀγόμενα,pendiente,
ἀγόρασον,pendiente,
ἀγῶνα,pendiente,
ἀγῶνι,pendiente,
ἀδάπανον,pendiente,
ἀδήλως,pendiente,
ἀδίκημά,pendiente,
ἀδίκημα,pendiente,
ἀδίκους,pendiente,
ἀδίκων,pendiente,
ἀδίκως,pendiente,
ἀδίκῳ,pendiente,
ἀδδὶ,pendiente,
ἀδελφέ,pendiente,
ἀδελφή,pendiente,
ἀδελφαί,pendiente,
ἀδελφαὶ,pendiente,
ἀδελφοί,pendiente,
ἀδελφούς,pendiente,
ἀδελφοὶ,pendiente,
ἀδελφοὺς,pendiente,
ἀδελφοῖς,pendiente,
ἀδελφοῦ,pendiente,
ἀδελφόν,pendiente,
ἀδελφός,pendiente,
ἀδελφότητα,pendiente,
ἀδελφότητι,pendiente,
ἀδελφὰς,pendiente,
ἀδελφὴ,pendiente,
ἀδελφὴν,pendiente,
ἀδελφὸν,pendiente,
ἀδελφὸς,pendiente,
ἀδελφῆς,pendiente,
ἀδελφῇ,pendiente,
ἀδελφῶν,pendiente,
ἀδελφῷ,pendiente,
ἀδηλότητι,pendiente,
ἀδημονεῖν,pendiente,
ἀδημονῶν,pendiente,
ἀδιάκριτος,pendiente,
ἀδιάλειπτον,pendiente,
ἀδιάλειπτος,pendiente,
ἀδιαλείπτως,pendiente,
ἀδικήματα,pendiente,
ἀδικήσαντος,pendiente,
ἀδικήσητε,pendiente,
ἀδικήσουσιν,pendiente,
ἀδικήσῃ,pendiente,
ἀδικήσῃς,pendiente,
ἀδικία,pendiente,
ἀδικίαις,pendiente,
ἀδικίαν,pendiente,
ἀδικίας,pendiente,
ἀδικίᾳ,pendiente,
ἀδικεῖσθε,pendiente,
ἀδικεῖτε,pendiente,
ἀδικηθέντος,pendiente,
ἀδικηθῇ,pendiente,
ἀδικησάτω,pendiente,
ἀδικούμενοι,pendiente,
ἀδικούμενον,pendiente,
ἀδικοῦσιν,pendiente,
ἀδικῆσαι,pendiente,
ἀδικῶ,pendiente,
ἀδικῶν,pendiente,
ἀδμὶν,pendiente,
ἀδρίᾳ,pendiente,
ἀδραμυττηνῷ,pendiente,
ἀδυνάτων,pendiente,
ἀδυνατήσει,pendiente,
ἀδόκιμοί,pendiente,
ἀδόκιμοι,pendiente,
ἀδόκιμον,pendiente,
ἀδόκιμος,pendiente,
ἀδύνατα,pendiente,
ἀδύνατον,pendiente,
ἀδύνατος,pendiente,
ἀδύνατόν,pendiente,
ἀδὰμ,pendiente,
ἀετοί,pendiente,
ἀετοὶ,pendiente,
ἀετοῦ,pendiente,
ἀετῷ,pendiente,
ἀεὶ,pendiente,
ἀζύμοις,pendiente,
ἀζύμων,pendiente,
ἀζώρ,pendiente,
ἀζὼρ,pendiente,
ἀθέμιτόν,pendiente,
ἀθέσμων,pendiente,
ἀθέτησιν,pendiente,
ἀθέτησις,pendiente,
ἀθήναις,pendiente,
ἀθανασίαν,pendiente,
ἀθεμίτοις,pendiente,
ἀθετήσας,pendiente,
ἀθετήσω,pendiente,
ἀθετεῖ,pendiente,
ἀθετεῖτε,pendiente,
ἀθετοῦσιν,pendiente,
ἀθετῆσαι,pendiente,
ἀθετῶ,pendiente,
ἀθετῶν,pendiente,
ἀθηναῖοι,pendiente,
ἀθηνῶν,pendiente,
ἀθλήσῃ,pendiente,
ἀθλῇ,pendiente,
ἀθυμῶσιν,pendiente,
ἀθῷον,pendiente,
ἀθῷός,pendiente,
ἀκάθαρτά,pendiente,
ἀκάθαρτα,pendiente,
ἀκάθαρτον,pendiente,
ἀκάθαρτος,pendiente,
ἀκάκων,pendiente,
ἀκάνθας,pendiente,
ἀκάνθινον,pendiente,
ἀκάρποις,pendiente,
ἀκάρπους,pendiente,
ἀκέραιοι,pendiente,
ἀκαίρως,pendiente,
ἀκαθάρτοις,pendiente,
ἀκαθάρτου,pendiente,
ἀκαθάρτων,pendiente,
ἀκαθάρτῳ,pendiente,
ἀκαθαρσία,pendiente,
ἀκαθαρσίαν,pendiente,
ἀκαθαρσίας,pendiente,
ἀκαθαρσίᾳ,pendiente,
ἀκανθῶν,pendiente,
ἀκατάγνωστον,pendiente,
ἀκατάκριτον,pendiente,
ἀκατάστατον,pendiente,
ἀκατάστατος,pendiente,
ἀκατακάλυπτον,pendiente,
ἀκατακαλύπτῳ,pendiente,
ἀκατακρίτους,pendiente,
ἀκαταλύτου,pendiente,
ἀκαταπαύστους,pendiente,
ἀκαταστασία,pendiente,
ἀκαταστασίαι,pendiente,
ἀκαταστασίαις,pendiente,
ἀκαταστασίας,pendiente,
ἀκεραίους,pendiente,
ἀκηκοότας,pendiente,
ἀκηκόαμεν,pendiente,
ἀκηκόασιν,pendiente,
ἀκηκόατε,pendiente,
ἀκλινῆ,pendiente,
ἀκμὴν,pendiente,
ἀκοή,pendiente,
ἀκοαί,pendiente,
ἀκοαῖς,pendiente,
ἀκολουθήσαντές,pendiente,
ἀκολουθήσατε,pendiente,
ἀκολουθήσεις,pendiente,
ἀκολουθήσουσιν,pendiente,
ἀκολουθήσω,pendiente,
ἀκολουθείτω,pendiente,
ἀκολουθεῖ,pendiente,
ἀκολουθεῖν,pendiente,
ἀκολουθησάντων,pendiente,
ἀκολουθούσης,pendiente,
ἀκολουθοῦντα,pendiente,
ἀκολουθοῦντας,pendiente,
ἀκολουθοῦντες,pendiente,
ἀκολουθοῦντι,pendiente,
ἀκολουθοῦσίν,pendiente,
ἀκολουθοῦσιν,pendiente,
ἀκολουθῆσαι,pendiente,
ἀκολουθῶν,pendiente,
ἀκολούθει,pendiente,
ἀκουέτω,pendiente,
ἀκουσάντων,pendiente,
ἀκουσάτω,pendiente,
ἀκουσάτωσαν,pendiente,
ἀκουσθήσεται,pendiente,
ἀκουσθεῖσιν,pendiente,
ἀκουσθῇ,pendiente,
ἀκουσόμεθά,pendiente,
ἀκουόντων,pendiente,
ἀκούει,pendiente,
ἀκούειν,pendiente,
ἀκούεις,pendiente,
ἀκούεται,pendiente,
ἀκούετε,pendiente,
ἀκούομεν,pendiente,
ἀκούοντάς,pendiente,
ἀκούοντα,pendiente,
ἀκούοντας,pendiente,
ἀκούοντες,pendiente,
ἀκούοντι,pendiente,
ἀκούοντος,pendiente,
ἀκούουσιν,pendiente,
ἀκούσαντες,pendiente,
ἀκούσας,pendiente,
ἀκούσασα,pendiente,
ἀκούσασιν,pendiente,
ἀκούσατέ,pendiente,
ἀκούσατε,pendiente,
ἀκούσει,pendiente,
ἀκούσεσθε,pendiente,
ἀκούσετε,pendiente,
ἀκούσητε,pendiente,
ἀκούσονται,pendiente,
ἀκούσουσιν,pendiente,
ἀκούσωσιν,pendiente,
ἀκούσῃ,pendiente,
ἀκούω,pendiente,
ἀκούων,pendiente,
ἀκούωσιν,pendiente,
ἀκοὰς,pendiente,
ἀκοὴ,pendiente,
ἀκοὴν,pendiente,
ἀκοῆς,pendiente,
ἀκοῇ,pendiente,
ἀκοῦσαί,pendiente,
ἀκοῦσαι,pendiente,
ἀκράτου,pendiente,
ἀκρίβειαν,pendiente,
ἀκρίδας,pendiente,
ἀκρίδες,pendiente,
ἀκρίδων,pendiente,
ἀκρασίαν,pendiente,
ἀκρασίας,pendiente,
ἀκρατεῖς,pendiente,
ἀκριβέστερον,pendiente,
ἀκριβεστάτην,pendiente,
ἀκριβῶς,pendiente,
ἀκροατήριον,pendiente,
ἀκροαταὶ,pendiente,
ἀκροατὴς,pendiente,
ἀκροβυστία,pendiente,
ἀκροβυστίαν,pendiente,
ἀκροβυστίας,pendiente,
ἀκροβυστίᾳ,pendiente,
ἀκρογωνιαίου,pendiente,
ἀκρογωνιαῖον,pendiente,
ἀκροθινίων,pendiente,
ἀκυροῖ,pendiente,
ἀκυροῦντες,pendiente,
ἀκωλύτως,pendiente,
ἀκύλαν,pendiente,
ἀκύλας,pendiente,
ἀλάβαστρον,pendiente,
ἀλάλους,pendiente,
ἀλέκτορα,pendiente,
ἀλέκτωρ,pendiente,
ἀλέξανδρον,pendiente,
ἀλέξανδρος,pendiente,
ἀλήθειά,pendiente,
ἀλήθεια,pendiente,
ἀλήθειαν,pendiente,
ἀλήθουσαι,pendiente,
ἀλαζονεία,pendiente,
ἀλαζονείαις,pendiente,
ἀλαζόνας,pendiente,
ἀλαζόνες,pendiente,
ἀλαλάζον,pendiente,
ἀλαλάζοντας,pendiente,
ἀλαλήτοις,pendiente,
ἀλείψαντες,pendiente,
ἀλείψασα,pendiente,
ἀλείψωσιν,pendiente,
ἀλεκτοροφωνίας,pendiente,
ἀλεξάνδρου,pendiente,
ἀλεξανδρέων,pendiente,
ἀλεξανδρίνῳ,pendiente,
ἀλεξανδρεὺς,pendiente,
ἀλεξανδρῖνον,pendiente,
ἀλεύρου,pendiente,
ἀληθές,pendiente,
ἀληθής,pendiente,
ἀληθείας,pendiente,
ἀληθείᾳ,pendiente,
ἀληθεύοντες,pendiente,
ἀληθεύων,pendiente,
ἀληθεῖς,pendiente,
ἀληθινή,pendiente,
ἀληθιναὶ,pendiente,
ἀληθινοί,pendiente,
ἀληθινοὶ,pendiente,
ἀληθινόν,pendiente,
ἀληθινός,pendiente,
ἀληθινὴ,pendiente,
ἀληθινὸν,pendiente,
ἀληθινὸς,pendiente,
ἀληθινῆς,pendiente,
ἀληθινῶν,pendiente,
ἀληθινῷ,pendiente,
ἀληθοῦς,pendiente,
ἀληθὲς,pendiente,
ἀληθὴς,pendiente,
ἀληθῆ,pendiente,
ἀληθῶς,pendiente,
ἀλισγημάτων,pendiente,
ἀλλ,pendiente,
ἀλλά,pendiente,
ἀλλάξαι,pendiente,
ἀλλάξει,pendiente,
ἀλλήλοις,pendiente,
ἀλλήλους,pendiente,
ἀλλήλων,pendiente,
ἀλλαγήσονται,pendiente,
ἀλλαγησόμεθα,pendiente,
ἀλλαχοῦ,pendiente,
ἀλλαχόθεν,pendiente,
ἀλληγορούμενα,pendiente,
ἀλλογενὴς,pendiente,
ἀλλοτρίαις,pendiente,
ἀλλοτρίαν,pendiente,
ἀλλοτρίοις,pendiente,
ἀλλοτρίων,pendiente,
ἀλλοτρίᾳ,pendiente,
ἀλλοτρίῳ,pendiente,
ἀλλοτριεπίσκοπος,pendiente,
ἀλλοφύλῳ,pendiente,
ἀλλότριον,pendiente,
ἀλλὰ,pendiente,
ἀλοῶν,pendiente,
ἀλοῶντα,pendiente,
ἀλυπότερος,pendiente,
ἀλυσιτελὲς,pendiente,
ἀλόης,pendiente,
ἀλώπεκες,pendiente,
ἀλώπεκι,pendiente,
ἀμάραντον,pendiente,
ἀμάρτυρον,pendiente,
ἀμάχους,pendiente,
ἀμέθυστος,pendiente,
ἀμέλει,pendiente,
ἀμέμπτους,pendiente,
ἀμέμπτως,pendiente,
ἀμήν,pendiente,
ἀμήτωρ,pendiente,
ἀμίαντον,pendiente,
ἀμίαντος,pendiente,
ἀμαθεῖς,pendiente,
ἀμαράντινον,pendiente,
ἀμελήσαντες,pendiente,
ἀμερίμνους,pendiente,
ἀμετάθετον,pendiente,
ἀμεταθέτων,pendiente,
ἀμετακίνητοι,pendiente,
ἀμεταμέλητα,pendiente,
ἀμεταμέλητον,pendiente,
ἀμετανόητον,pendiente,
ἀμησάντων,pendiente,
ἀμιναδάβ,pendiente,
ἀμιναδὰβ,pendiente,
ἀμνοῦ,pendiente,
ἀμνὸς,pendiente,
ἀμοιβὰς,pendiente,
ἀμπέλου,pendiente,
ἀμπέλῳ,pendiente,
ἀμπελουργόν,pendiente,
ἀμπελῶνα,pendiente,
ἀμπελῶνι,pendiente,
ἀμπελῶνος,pendiente,
ἀμπλιᾶτον,pendiente,
ἀμφίβληστρον,pendiente,
ἀμφίπολιν,pendiente,
ἀμφιέζει,pendiente,
ἀμφιέννυσιν,pendiente,
ἀμφιβάλλοντας,pendiente,
ἀμφοτέροις,pendiente,
ἀμφοτέρους,pendiente,
ἀμφοτέρων,pendiente,
ἀμφόδου,pendiente,
ἀμφότερα,pendiente,
ἀμφότεροι,pendiente,
ἀμώμητοι,pendiente,
ἀμώμου,pendiente,
ἀμώμους,pendiente,
ἀμώς,pendiente,
ἀμὴν,pendiente,
ἀμὼς,pendiente,
ἀνάβα,pendiente,
ἀνάβατε,pendiente,
ἀνάβητε,pendiente,
ἀνάβλεψιν,pendiente,
ἀνάβλεψον,pendiente,
ἀνάγαιον,pendiente,
ἀνάγεσθαι,pendiente,
ἀνάγκαις,pendiente,
ἀνάγκασον,pendiente,
ἀνάγκη,pendiente,
ἀνάγκην,pendiente,
ἀνάγκης,pendiente,
ἀνάγκῃ,pendiente,
ἀνάγνωσιν,pendiente,
ἀνάδειξον,pendiente,
ἀνάθεμα,pendiente,
ἀνάμνησιν,pendiente,
ἀνάμνησις,pendiente,
ἀνάξιοί,pendiente,
ἀνάπαυσιν,pendiente,
ἀνάπαυσόν,pendiente,
ἀνάπεσε,pendiente,
ἀνάπτει,pendiente,
ἀνάστα,pendiente,
ἀνάστασιν,pendiente,
ἀνάστασις,pendiente,
ἀνάστηθι,pendiente,
ἀνάχυσιν,pendiente,
ἀνέβαινον,pendiente,
ἀνέβη,pendiente,
ἀνέβημεν,pendiente,
ἀνέβην,pendiente,
ἀνέβησαν,pendiente,
ἀνέβλεψέν,pendiente,
ἀνέβλεψα,pendiente,
ἀνέβλεψαν,pendiente,
ἀνέβλεψεν,pendiente,
ἀνέγκλητοι,pendiente,
ἀνέγκλητον,pendiente,
ἀνέγκλητος,pendiente,
ἀνέγνωσαν,pendiente,
ἀνέγνωτε,pendiente,
ἀνέδειξεν,pendiente,
ἀνέζησεν,pendiente,
ἀνέθετο,pendiente,
ἀνέθη,pendiente,
ἀνέκειτο,pendiente,
ἀνέκλειπτον,pendiente,
ἀνέκλινεν,pendiente,
ἀνέκραγον,pendiente,
ἀνέκραξαν,pendiente,
ἀνέκραξεν,pendiente,
ἀνέκυψεν,pendiente,
ἀνέλεος,pendiente,
ἀνέλωσιν,pendiente,
ἀνέμοις,pendiente,
ἀνέμου,pendiente,
ἀνέμους,pendiente,
ἀνέμων,pendiente,
ἀνέμῳ,pendiente,
ἀνένδεκτόν,pendiente,
ἀνέντες,pendiente,
ἀνέξομαι,pendiente,
ἀνέξονται,pendiente,
ἀνέπαυσαν,pendiente,
ἀνέπεμψά,pendiente,
ἀνέπεμψεν,pendiente,
ἀνέπεσαν,pendiente,
ἀνέπεσεν,pendiente,
ἀνέσεισαν,pendiente,
ἀνέστη,pendiente,
ἀνέστησαν,pendiente,
ἀνέστησεν,pendiente,
ἀνέτειλεν,pendiente,
ἀνέτρεψεν,pendiente,
ἀνέχεσθέ,pendiente,
ἀνέχεσθε,pendiente,
ἀνέψυξεν,pendiente,
ἀνέῳγεν,pendiente,
ἀνέῳξεν,pendiente,
ἀνήγαγον,pendiente,
ἀνήγγειλάν,pendiente,
ἀνήγγειλεν,pendiente,
ἀνήγγελλον,pendiente,
ἀνήμεροι,pendiente,
ἀνήνεγκεν,pendiente,
ἀνήρ,pendiente,
ἀνήφθη,pendiente,
ἀνήχθη,pendiente,
ἀνήχθημεν,pendiente,
ἀνήχθησαν,pendiente,
ἀνίπτοις,pendiente,
ἀνίστασθαι,pendiente,
ἀνίσταται,pendiente,
ἀναίδειαν,pendiente,
ἀναίτιοί,pendiente,
ἀναβάντα,pendiente,
ἀναβάντες,pendiente,
ἀναβάντων,pendiente,
ἀναβέβηκα,pendiente,
ἀναβέβηκεν,pendiente,
ἀναβήσεται,pendiente,
ἀναβαίνει,pendiente,
ἀναβαίνειν,pendiente,
ἀναβαίνομεν,pendiente,
ἀναβαίνοντα,pendiente,
ἀναβαίνοντας,pendiente,
ἀναβαίνοντες,pendiente,
ἀναβαίνουσιν,pendiente,
ἀναβαίνω,pendiente,
ἀναβαίνων,pendiente,
ἀναβαθμούς,pendiente,
ἀναβαθμῶν,pendiente,
ἀναβαινόντων,pendiente,
ἀναβαῖνον,pendiente,
ἀναβιβάσαντες,pendiente,
ἀναβλέπουσιν,pendiente,
ἀναβλέψαντος,pendiente,
ἀναβλέψας,pendiente,
ἀναβλέψασαι,pendiente,
ἀναβλέψω,pendiente,
ἀναβλέψῃ,pendiente,
ἀναβλέψῃς,pendiente,
ἀναβολὴν,pendiente,
ἀναβὰς,pendiente,
ἀναγαγεῖν,pendiente,
ἀναγαγών,pendiente,
ἀναγαγὼν,pendiente,
ἀναγγέλλομεν,pendiente,
ἀναγγέλλοντες,pendiente,
ἀναγγέλλων,pendiente,
ἀναγγελεῖ,pendiente,
ἀναγγεῖλαι,pendiente,
ἀναγεγεννημένοι,pendiente,
ἀναγεννήσας,pendiente,
ἀναγινωσκομένας,pendiente,
ἀναγινωσκομένη,pendiente,
ἀναγινωσκόμενος,pendiente,
ἀναγινώσκεις,pendiente,
ἀναγινώσκετε,pendiente,
ἀναγινώσκηται,pendiente,
ἀναγινώσκοντες,pendiente,
ἀναγινώσκοντος,pendiente,
ἀναγινώσκων,pendiente,
ἀναγκάζεις,pendiente,
ἀναγκάζουσιν,pendiente,
ἀναγκαίας,pendiente,
ἀναγκαίους,pendiente,
ἀναγκαιότερον,pendiente,
ἀναγκαστῶς,pendiente,
ἀναγκαῖά,pendiente,
ἀναγκαῖον,pendiente,
ἀναγνοὺς,pendiente,
ἀναγνωσθῆναι,pendiente,
ἀναγνωσθῇ,pendiente,
ἀναγνόντες,pendiente,
ἀναγνώσει,pendiente,
ἀναγνῶναι,pendiente,
ἀναγνῶτε,pendiente,
ἀναγομένοις,pendiente,
ἀναδείξεως,pendiente,
ἀναδεξάμενος,pendiente,
ἀναδόντες,pendiente,
ἀναζητοῦντες,pendiente,
ἀναζητῆσαι,pendiente,
ἀναζωπυρεῖν,pendiente,
ἀναζωσάμενοι,pendiente,
ἀναθέματι,pendiente,
ἀναθήμασιν,pendiente,
ἀναθεματίζειν,pendiente,
ἀναθεωροῦντες,pendiente,
ἀναθεωρῶν,pendiente,
ἀναιρέσει,pendiente,
ἀναιρεθῆναι,pendiente,
ἀναιρεῖ,pendiente,
ἀναιρεῖν,pendiente,
ἀναιρεῖσθαι,pendiente,
ἀναιρουμένων,pendiente,
ἀναιρούντων,pendiente,
ἀναιτίους,pendiente,
ἀνακάμψαι,pendiente,
ἀνακάμψει,pendiente,
ἀνακάμψω,pendiente,
ἀνακαινίζειν,pendiente,
ἀνακαινοῦται,pendiente,
ἀνακαινώσει,pendiente,
ἀνακαινώσεως,pendiente,
ἀνακαλυπτόμενον,pendiente,
ἀνακείμενος,pendiente,
ἀνακειμένοις,pendiente,
ἀνακειμένου,pendiente,
ἀνακειμένους,pendiente,
ἀνακειμένων,pendiente,
ἀνακεκαλυμμένῳ,pendiente,
ἀνακεφαλαιοῦται,pendiente,
ἀνακεφαλαιώσασθαι,pendiente,
ἀνακλιθήσονται,pendiente,
ἀνακλιθῆναι,pendiente,
ἀνακλινεῖ,pendiente,
ἀνακλῖναι,pendiente,
ἀνακράξας,pendiente,
ἀνακρίναντές,pendiente,
ἀνακρίνας,pendiente,
ἀνακρίνει,pendiente,
ἀνακρίνεται,pendiente,
ἀνακρίνοντες,pendiente,
ἀνακρίνουσίν,pendiente,
ἀνακρίνω,pendiente,
ἀνακρίνων,pendiente,
ἀνακρίσεως,pendiente,
ἀνακριθῶ,pendiente,
ἀνακρινόμεθα,pendiente,
ἀνακύψαι,pendiente,
ἀνακύψας,pendiente,
ἀνακύψατε,pendiente,
ἀναλάβετε,pendiente,
ἀναλήμψεως,pendiente,
ἀναλαβόντες,pendiente,
ἀναλαβὼν,pendiente,
ἀναλαμβάνειν,pendiente,
ἀναλημφθεὶς,pendiente,
ἀναλογίαν,pendiente,
ἀναλογίσασθε,pendiente,
ἀναλωθῆτε,pendiente,
ἀναλύσεώς,pendiente,
ἀναλύσῃ,pendiente,
ἀναλῦσαι,pendiente,
ἀναλῶσαι,pendiente,
ἀναμάρτητος,pendiente,
ἀναμένειν,pendiente,
ἀναμιμνῃσκομένου,pendiente,
ἀναμιμνῄσκεσθε,pendiente,
ἀναμιμνῄσκω,pendiente,
ἀναμνήσει,pendiente,
ἀναμνησθεὶς,pendiente,
ἀνανήψωσιν,pendiente,
ἀνανεοῦσθαι,pendiente,
ἀναντιρρήτων,pendiente,
ἀναντιρρήτως,pendiente,
ἀναξίως,pendiente,
ἀναπέμψω,pendiente,
ἀναπέπαυται,pendiente,
ἀναπαήσονται,pendiente,
ἀναπαύεσθε,pendiente,
ἀναπαύεται,pendiente,
ἀναπαύου,pendiente,
ἀναπαύσασθε,pendiente,
ἀναπαύσονται,pendiente,
ἀναπαύσω,pendiente,
ἀναπείθει,pendiente,
ἀναπείρους,pendiente,
ἀναπεσεῖν,pendiente,
ἀναπεσὼν,pendiente,
ἀναπηδήσας,pendiente,
ἀναπληροῦται,pendiente,
ἀναπληρώσετε,pendiente,
ἀναπληρώσῃ,pendiente,
ἀναπληρῶν,pendiente,
ἀναπληρῶσαι,pendiente,
ἀναπολογήτους,pendiente,
ἀναπολόγητος,pendiente,
ἀναπτύξας,pendiente,
ἀναρίθμητος,pendiente,
ἀνασείει,pendiente,
ἀνασκευάζοντες,pendiente,
ἀνασπάσει,pendiente,
ἀναστάντες,pendiente,
ἀναστάς,pendiente,
ἀναστάσει,pendiente,
ἀναστάσεως,pendiente,
ἀναστάσεώς,pendiente,
ἀναστήσας,pendiente,
ἀναστήσει,pendiente,
ἀναστήσεται,pendiente,
ἀναστήσονται,pendiente,
ἀναστήσω,pendiente,
ἀναστατοῦντες,pendiente,
ἀναστατώσαντες,pendiente,
ἀναστατώσας,pendiente,
ἀνασταυροῦντας,pendiente,
ἀναστενάξας,pendiente,
ἀναστράφητε,pendiente,
ἀναστρέφεσθαι,pendiente,
ἀναστρέψαντες,pendiente,
ἀναστρέψω,pendiente,
ἀναστρεφομένους,pendiente,
ἀναστρεφομένων,pendiente,
ἀναστροφήν,pendiente,
ἀναστροφαῖς,pendiente,
ἀναστροφὴν,pendiente,
